Source,Target,Type,Id,Label,timeset,Weight,e_correlation,e_relation
n3392,n3909,Undirected,58522,,,0.631636,0.631636,Pos
n3392,n4288,Undirected,58523,,,0.526577,0.526577,Pos
n3392,n4304,Undirected,58524,,,0.595204,0.595204,Pos
n3392,n4544,Undirected,58525,,,0.54913,0.54913,Pos
n3392,n4803,Undirected,58526,,,0.490111,0.490111,Pos
n3392,n4816,Undirected,58527,,,0.55466,0.55466,Pos
n3392,n4963,Undirected,58528,,,0.621538,0.621538,Pos
n3393,n3492,Undirected,58529,,,0.5498,0.5498,Pos
n3393,n3599,Undirected,58530,,,0.455529,0.455529,Pos
n3393,n3962,Undirected,58531,,,0.497974,0.497974,Pos
n3393,n4002,Undirected,58532,,,0.606858,0.606858,Pos
n3393,n4098,Undirected,58533,,,0.53395,0.53395,Pos
n3393,n4268,Undirected,58534,,,0.598892,0.598892,Pos
n3393,n4407,Undirected,58535,,,0.458262,0.458262,Pos
n3393,n4646,Undirected,58536,,,0.449044,0.449044,Pos
n3393,n4706,Undirected,58537,,,0.443253,0.443253,Pos
n3393,n4734,Undirected,58538,,,0.458807,0.458807,Pos
n3393,n4766,Undirected,58539,,,0.514539,0.514539,Pos
n3393,n4782,Undirected,58540,,,0.537716,0.537716,Pos
n3394,n3402,Undirected,58541,,,0.557042,0.557042,Pos
n3394,n3421,Undirected,58542,,,0.559914,0.559914,Pos
n3394,n3667,Undirected,58543,,,0.559051,0.559051,Pos
n3394,n3719,Undirected,58544,,,0.442219,0.442219,Pos
n3394,n3772,Undirected,58545,,,0.459306,0.459306,Pos
n3394,n3849,Undirected,58546,,,0.440708,0.440708,Pos
n3394,n3920,Undirected,58547,,,0.558383,0.558383,Pos
n3394,n3973,Undirected,58548,,,0.44713,0.44713,Pos
n3394,n4056,Undirected,58549,,,0.44293,0.44293,Pos
n3394,n4245,Undirected,58550,,,0.561838,0.561838,Pos
n3394,n4323,Undirected,58551,,,0.459976,0.459976,Pos
n3394,n4394,Undirected,58552,,,0.476387,0.476387,Pos
n3394,n4513,Undirected,58553,,,0.65505,0.65505,Pos
n3394,n4577,Undirected,58554,,,0.668231,0.668231,Pos
n3394,n4591,Undirected,58555,,,0.622718,0.622718,Pos
n3394,n4605,Undirected,58556,,,0.512544,0.512544,Pos
n3394,n4699,Undirected,58557,,,0.482027,0.482027,Pos
n3394,n4748,Undirected,58558,,,0.66579,0.66579,Pos
n3396,n4837,Undirected,58559,,,0.443655,0.443655,Pos
n3396,n4858,Undirected,58560,,,0.46075,0.46075,Pos
n3397,n3796,Undirected,58561,,,0.639473,0.639473,Pos
n3397,n4270,Undirected,58562,,,0.533309,0.533309,Pos
n3397,n4356,Undirected,58563,,,0.44569,0.44569,Pos
n3399,n3927,Undirected,58564,,,0.552679,0.552679,Pos
n3400,n3466,Undirected,58565,,,0.703268,0.703268,Pos
n3400,n3471,Undirected,58566,,,0.638589,0.638589,Pos
n3400,n3581,Undirected,58567,,,0.575686,0.575686,Pos
n3400,n3590,Undirected,58568,,,0.671691,0.671691,Pos
n3400,n3593,Undirected,58569,,,0.455881,0.455881,Pos
n3400,n3614,Undirected,58570,,,0.585056,0.585056,Pos
n3400,n3620,Undirected,58571,,,0.786987,0.786987,Pos
n3400,n3630,Undirected,58572,,,0.440886,0.440886,Pos
n3400,n3723,Undirected,58573,,,0.672643,0.672643,Pos
n3400,n3752,Undirected,58574,,,0.752246,0.752246,Pos
n3400,n3764,Undirected,58575,,,0.876708,0.876708,Pos
n3400,n3798,Undirected,58576,,,0.467691,0.467691,Pos
n3400,n3799,Undirected,58577,,,0.452994,0.452994,Pos
n3400,n3816,Undirected,58578,,,0.598068,0.598068,Pos
n3400,n3819,Undirected,58579,,,0.823376,0.823376,Pos
n3400,n3845,Undirected,58580,,,0.589856,0.589856,Pos
n3400,n3898,Undirected,58581,,,0.814451,0.814451,Pos
n3400,n3929,Undirected,58582,,,0.492094,0.492094,Pos
n3400,n3937,Undirected,58583,,,0.503131,0.503131,Pos
n3400,n3958,Undirected,58584,,,0.911891,0.911891,Pos
n3400,n4027,Undirected,58585,,,0.614837,0.614837,Pos
n3400,n4035,Undirected,58586,,,0.551587,0.551587,Pos
n3400,n4062,Undirected,58587,,,0.48662,0.48662,Pos
n3400,n4063,Undirected,58588,,,0.872127,0.872127,Pos
n3400,n4076,Undirected,58589,,,0.593295,0.593295,Pos
n3400,n4086,Undirected,58590,,,0.616537,0.616537,Pos
n3400,n4087,Undirected,58591,,,0.515196,0.515196,Pos
n3400,n4094,Undirected,58592,,,0.498888,0.498888,Pos
n3400,n4127,Undirected,58593,,,0.525939,0.525939,Pos
n3400,n4137,Undirected,58594,,,0.578605,0.578605,Pos
n3400,n4187,Undirected,58595,,,0.563351,0.563351,Pos
n3400,n4223,Undirected,58596,,,0.645198,0.645198,Pos
n3400,n4252,Undirected,58597,,,0.634515,0.634515,Pos
n3400,n4290,Undirected,58598,,,0.703647,0.703647,Pos
n3400,n4315,Undirected,58599,,,0.491294,0.491294,Pos
n3400,n4343,Undirected,58600,,,0.452464,0.452464,Pos
n3400,n4373,Undirected,58601,,,0.682176,0.682176,Pos
n3400,n4423,Undirected,58602,,,0.528425,0.528425,Pos
n3400,n4444,Undirected,58603,,,0.663685,0.663685,Pos
n3400,n4488,Undirected,58604,,,0.636282,0.636282,Pos
n3400,n4531,Undirected,58605,,,0.630726,0.630726,Pos
n3400,n4582,Undirected,58606,,,0.481777,0.481777,Pos
n3400,n4588,Undirected,58607,,,0.450733,0.450733,Pos
n3400,n4590,Undirected,58608,,,0.648748,0.648748,Pos
n3400,n4596,Undirected,58609,,,0.655312,0.655312,Pos
n3400,n4633,Undirected,58610,,,0.456115,0.456115,Pos
n3400,n4643,Undirected,58611,,,0.570124,0.570124,Pos
n3400,n4685,Undirected,58612,,,0.742256,0.742256,Pos
n3400,n4702,Undirected,58613,,,0.473013,0.473013,Pos
n3400,n4740,Undirected,58614,,,0.499794,0.499794,Pos
n3400,n4742,Undirected,58615,,,0.552155,0.552156,Pos
n3400,n4756,Undirected,58616,,,0.605142,0.605142,Pos
n3400,n4792,Undirected,58617,,,0.686932,0.686932,Pos
n3400,n4833,Undirected,58618,,,0.81046,0.81046,Pos
n3400,n4844,Undirected,58619,,,0.636933,0.636933,Pos
n3400,n4862,Undirected,58620,,,0.449609,0.449609,Pos
n3400,n4879,Undirected,58621,,,0.517016,0.517016,Pos
n3400,n4886,Undirected,58622,,,0.472368,0.472368,Pos
n3400,n4918,Undirected,58623,,,0.567831,0.56783,Pos
n3400,n4928,Undirected,58624,,,0.639352,0.639352,Pos
n3400,n4941,Undirected,58625,,,0.566806,0.566806,Pos
n3400,n4970,Undirected,58626,,,0.515656,0.515656,Pos
n3401,n3443,Undirected,58627,,,0.452059,0.452059,Pos
n3402,n3421,Undirected,58628,,,0.998922,0.998922,Pos
n3402,n3488,Undirected,58629,,,0.589412,0.589412,Pos
n3402,n3519,Undirected,58630,,,0.571401,0.571401,Pos
n3402,n3608,Undirected,58631,,,0.723972,0.723972,Pos
n3402,n3655,Undirected,58632,,,0.476369,0.476369,Pos
n3402,n3667,Undirected,58633,,,0.999627,0.999627,Pos
n3402,n3680,Undirected,58634,,,0.638541,0.638541,Pos
n3402,n3849,Undirected,58635,,,0.55041,0.55041,Pos
n3402,n3920,Undirected,58636,,,0.998555,0.998555,Pos
n3402,n3968,Undirected,58637,,,0.646912,0.646912,Pos
n3402,n4184,Undirected,58638,,,0.470506,0.470506,Pos
n3402,n4197,Undirected,58639,,,0.477179,0.477179,Pos
n3402,n4201,Undirected,58640,,,0.482754,0.482754,Pos
n3402,n4213,Undirected,58641,,,0.684183,0.684183,Pos
n3402,n4241,Undirected,58642,,,0.597297,0.597297,Pos
n3402,n4245,Undirected,58643,,,0.998486,0.998486,Pos
n3402,n4323,Undirected,58644,,,0.850096,0.850096,Pos
n3402,n4331,Undirected,58645,,,0.691424,0.691424,Pos
n3402,n4383,Undirected,58646,,,0.488798,0.488798,Pos
n3402,n4394,Undirected,58647,,,0.852625,0.852625,Pos
n3402,n4404,Undirected,58648,,,0.689567,0.689567,Pos
n3402,n4513,Undirected,58649,,,0.618346,0.618346,Pos
n3402,n4577,Undirected,58650,,,0.49072,0.49072,Pos
n3402,n4591,Undirected,58651,,,0.505024,0.505024,Pos
n3402,n4605,Undirected,58652,,,0.760903,0.760903,Pos
n3402,n4620,Undirected,58653,,,0.738479,0.738479,Pos
n3402,n4642,Undirected,58654,,,0.585496,0.585496,Pos
n3402,n4699,Undirected,58655,,,0.78915,0.78915,Pos
n3402,n4748,Undirected,58656,,,0.443944,0.443944,Pos
n3402,n4796,Undirected,58657,,,0.506387,0.506387,Pos
n3402,n4935,Undirected,58658,,,0.643238,0.643238,Pos
n3403,n3462,Undirected,58659,,,0.460339,0.460339,Pos
n3403,n3487,Undirected,58660,,,0.716916,0.716916,Pos
n3403,n3561,Undirected,58661,,,0.625507,0.625507,Pos
n3403,n3653,Undirected,58662,,,0.911961,0.911961,Pos
n3403,n3687,Undirected,58663,,,0.464652,0.464652,Pos
n3403,n3696,Undirected,58664,,,0.464299,0.464299,Pos
n3403,n3717,Undirected,58665,,,0.864131,0.864131,Pos
n3403,n3736,Undirected,58666,,,0.589959,0.589959,Pos
n3403,n3793,Undirected,58667,,,0.79216,0.79216,Pos
n3403,n3889,Undirected,58668,,,0.802615,0.802615,Pos
n3403,n3921,Undirected,58669,,,0.681632,0.681632,Pos
n3403,n3945,Undirected,58670,,,0.914495,0.914495,Pos
n3403,n3949,Undirected,58671,,,0.51885,0.51885,Pos
n3403,n3975,Undirected,58672,,,0.737673,0.737673,Pos
n3403,n3990,Undirected,58673,,,0.483236,0.483236,Pos
n3403,n4003,Undirected,58674,,,0.998714,0.998714,Pos
n3403,n4004,Undirected,58675,,,0.599239,0.599239,Pos
n3403,n4048,Undirected,58676,,,0.726836,0.726836,Pos
n3403,n4053,Undirected,58677,,,0.57966,0.57966,Pos
n3403,n4183,Undirected,58678,,,0.871456,0.871456,Pos
n3403,n4253,Undirected,58679,,,0.736468,0.736468,Pos
n3403,n4264,Undirected,58680,,,0.460803,0.460803,Pos
n3403,n4319,Undirected,58681,,,0.470824,0.470824,Pos
n3403,n4336,Undirected,58682,,,0.535821,0.535821,Pos
n3403,n4390,Undirected,58683,,,0.450064,0.450064,Pos
n3403,n4400,Undirected,58684,,,0.727059,0.727059,Pos
n3403,n4424,Undirected,58685,,,0.576307,0.576307,Pos
n3403,n4552,Undirected,58686,,,0.599915,0.599915,Pos
n3403,n4563,Undirected,58687,,,0.464455,0.464455,Pos
n3403,n4566,Undirected,58688,,,0.457869,0.457869,Pos
n3403,n4597,Undirected,58689,,,0.533654,0.533654,Pos
n3403,n4604,Undirected,58690,,,0.619077,0.619077,Pos
n3403,n4726,Undirected,58691,,,0.691968,0.691968,Pos
n3403,n4836,Undirected,58692,,,0.9,0.9,Pos
n3403,n4874,Undirected,58693,,,0.929776,0.929776,Pos
n3403,n4883,Undirected,58694,,,0.652589,0.652589,Pos
n3403,n4899,Undirected,58695,,,0.667634,0.667634,Pos
n3403,n4916,Undirected,58696,,,0.635913,0.635913,Pos
n3404,n3475,Undirected,58697,,,0.459178,0.459178,Pos
n3404,n4628,Undirected,58698,,,0.477464,0.477464,Pos
n3405,n4433,Undirected,58699,,,0.495882,0.495882,Pos
n3405,n4462,Undirected,58700,,,0.505923,0.505923,Pos
n3406,n3887,Undirected,58701,,,0.453855,0.453855,Pos
n3406,n4018,Undirected,58702,,,0.46449,0.46449,Pos
n3406,n4042,Undirected,58703,,,0.599335,0.599335,Pos
n3407,n3499,Undirected,58704,,,0.508552,0.508552,Pos
n3407,n3571,Undirected,58705,,,0.489246,0.489246,Pos
n3407,n3684,Undirected,58706,,,0.60847,0.60847,Pos
n3407,n4028,Undirected,58707,,,0.634264,0.634264,Pos
n3407,n4053,Undirected,58708,,,0.713961,0.713961,Pos
n3407,n4345,Undirected,58709,,,0.742814,0.742814,Pos
n3407,n4451,Undirected,58710,,,0.493669,0.493669,Pos
n3407,n4679,Undirected,58711,,,0.466607,0.466607,Pos
n3407,n4718,Undirected,58712,,,0.794518,0.794518,Pos
n3407,n4784,Undirected,58713,,,0.518847,0.518847,Pos
n3408,n3550,Undirected,58714,,,0.491698,0.491698,Pos
n3409,n3426,Undirected,58715,,,0.501607,0.501607,Pos
n3409,n3550,Undirected,58716,,,0.570251,0.570251,Pos
n3409,n3885,Undirected,58717,,,0.454901,0.454901,Pos
n3410,n4101,Undirected,58718,,,0.463908,0.463908,Pos
n3411,n3415,Undirected,58719,,,0.563491,0.563491,Pos
n3411,n3521,Undirected,58720,,,0.486895,0.486895,Pos
n3411,n3545,Undirected,58721,,,0.579565,0.579565,Pos
n3411,n3564,Undirected,58722,,,0.478592,0.478592,Pos
n3411,n3647,Undirected,58723,,,0.673918,0.673918,Pos
n3411,n3820,Undirected,58724,,,0.468113,0.468113,Pos
n3411,n3843,Undirected,58725,,,0.585044,0.585044,Pos
n3411,n3926,Undirected,58726,,,0.46052,0.46052,Pos
n3411,n4028,Undirected,58727,,,0.557037,0.557037,Pos
n3411,n4055,Undirected,58728,,,0.469482,0.469482,Pos
n3411,n4083,Undirected,58729,,,0.471178,0.471178,Pos
n3411,n4085,Undirected,58730,,,0.862855,0.862855,Pos
n3411,n4194,Undirected,58731,,,0.445793,0.445793,Pos
n3411,n4229,Undirected,58732,,,0.572828,0.572828,Pos
n3411,n4237,Undirected,58733,,,0.527699,0.527698,Pos
n3411,n4326,Undirected,58734,,,0.481705,0.481705,Pos
n3411,n4437,Undirected,58735,,,0.573202,0.573202,Pos
n3411,n4569,Undirected,58736,,,0.466761,0.466761,Pos
n3411,n4602,Undirected,58737,,,0.862705,0.862705,Pos
n3411,n4720,Undirected,58738,,,0.737886,0.737886,Pos
n3411,n4742,Undirected,58739,,,0.442566,0.442566,Pos
n3411,n4785,Undirected,58740,,,0.446729,0.446729,Pos
n3411,n4909,Undirected,58741,,,0.862588,0.862588,Pos
n3412,n3760,Undirected,58742,,,0.444165,0.444165,Pos
n3412,n4019,Undirected,58743,,,0.462282,0.462282,Pos
n3412,n4287,Undirected,58744,,,0.498253,0.498253,Pos
n3412,n4562,Undirected,58745,,,0.442433,0.442433,Pos
n3414,n3633,Undirected,58746,,,0.826722,0.826722,Pos
n3414,n4360,Undirected,58747,,,0.816411,0.816411,Pos
n3414,n4417,Undirected,58748,,,0.856684,0.856684,Pos
n3414,n4781,Undirected,58749,,,0.543605,0.543605,Pos
n3415,n3545,Undirected,58750,,,0.473989,0.473989,Pos
n3415,n3564,Undirected,58751,,,0.487142,0.487142,Pos
n3415,n3647,Undirected,58752,,,0.563288,0.563288,Pos
n3415,n3792,Undirected,58753,,,0.472082,0.472082,Pos
n3415,n3843,Undirected,58754,,,0.481805,0.481805,Pos
n3415,n3937,Undirected,58755,,,0.464195,0.464195,Pos
n3415,n4028,Undirected,58756,,,0.587951,0.587951,Pos
n3415,n4083,Undirected,58757,,,0.46035,0.46035,Pos
n3415,n4085,Undirected,58758,,,0.657651,0.657651,Pos
n3415,n4229,Undirected,58759,,,0.711924,0.711924,Pos
n3415,n4437,Undirected,58760,,,0.532,0.532,Pos
n3415,n4555,Undirected,58761,,,0.545655,0.545655,Pos
n3415,n4602,Undirected,58762,,,0.657643,0.657643,Pos
n3415,n4720,Undirected,58763,,,0.645011,0.645011,Pos
n3415,n4785,Undirected,58764,,,0.452346,0.452346,Pos
n3415,n4909,Undirected,58765,,,0.657749,0.657749,Pos
n3416,n3490,Undirected,58766,,,0.530923,0.530923,Pos
n3416,n3536,Undirected,58767,,,0.444777,0.444777,Pos
n3416,n3681,Undirected,58768,,,0.549567,0.549566,Pos
n3416,n3762,Undirected,58769,,,0.448636,0.448636,Pos
n3416,n3788,Undirected,58770,,,0.552428,0.552428,Pos
n3416,n3811,Undirected,58771,,,0.441809,0.441809,Pos
n3416,n3956,Undirected,58772,,,0.494913,0.494913,Pos
n3416,n4059,Undirected,58773,,,0.513232,0.513232,Pos
n3416,n4226,Undirected,58774,,,0.627911,0.627911,Pos
n3416,n4235,Undirected,58775,,,0.441178,0.441178,Pos
n3416,n4292,Undirected,58776,,,0.465578,0.465578,Pos
n3416,n4354,Undirected,58777,,,0.767665,0.767665,Pos
n3416,n4464,Undirected,58778,,,0.520433,0.520433,Pos
n3416,n4564,Undirected,58779,,,0.451049,0.451049,Pos
n3416,n4616,Undirected,58780,,,0.471677,0.471677,Pos
n3416,n4721,Undirected,58781,,,0.440097,0.440097,Pos
n3416,n4752,Undirected,58782,,,0.460129,0.460129,Pos
n3416,n4931,Undirected,58783,,,0.449347,0.449347,Pos
n3417,n4460,Undirected,58784,,,0.5734,0.5734,Pos
n3418,n3428,Undirected,58785,,,0.501247,0.501247,Pos
n3418,n3642,Undirected,58786,,,0.473361,0.473361,Pos
n3418,n3659,Undirected,58787,,,0.470288,0.470288,Pos
n3418,n3828,Undirected,58788,,,0.487651,0.487651,Pos
n3418,n3950,Undirected,58789,,,0.466173,0.466173,Pos
n3418,n4005,Undirected,58790,,,0.481663,0.481663,Pos
n3418,n4259,Undirected,58791,,,0.540591,0.540591,Pos
n3418,n4352,Undirected,58792,,,0.504765,0.504765,Pos
n3418,n4377,Undirected,58793,,,0.505389,0.505389,Pos
n3418,n4484,Undirected,58794,,,0.456549,0.456549,Pos
n3418,n4678,Undirected,58795,,,0.50831,0.50831,Pos
n3418,n4687,Undirected,58796,,,0.45431,0.45431,Pos
n3419,n3755,Undirected,58797,,,0.527543,0.527543,Pos
n3419,n3859,Undirected,58798,,,0.479922,0.479922,Pos
n3419,n3974,Undirected,58799,,,0.55237,0.55237,Pos
n3419,n4007,Undirected,58800,,,0.463535,0.463535,Pos
n3419,n4025,Undirected,58801,,,0.669757,0.669757,Pos
n3419,n4167,Undirected,58802,,,0.652418,0.652418,Pos
n3419,n4378,Undirected,58803,,,0.491126,0.491126,Pos
n3419,n4558,Undirected,58804,,,0.443913,0.443913,Pos
n3419,n4603,Undirected,58805,,,0.604386,0.604386,Pos
n3419,n4745,Undirected,58806,,,0.535383,0.535383,Pos
n3419,n4759,Undirected,58807,,,0.515603,0.515603,Pos
n3419,n4932,Undirected,58808,,,0.505685,0.505685,Pos
n3420,n3502,Undirected,58809,,,0.447376,0.447376,Pos
n3420,n3695,Undirected,58810,,,0.460026,0.460026,Pos
n3420,n3802,Undirected,58811,,,0.462999,0.462999,Pos
n3420,n4318,Undirected,58812,,,0.632002,0.632002,Pos
n3420,n4499,Undirected,58813,,,0.495408,0.495408,Pos
n3420,n4949,Undirected,58814,,,0.795084,0.795084,Pos
n3421,n3488,Undirected,58815,,,0.584929,0.584929,Pos
n3421,n3519,Undirected,58816,,,0.570866,0.570866,Pos
n3421,n3608,Undirected,58817,,,0.725008,0.725008,Pos
n3421,n3655,Undirected,58818,,,0.478983,0.478983,Pos
n3421,n3667,Undirected,58819,,,0.998469,0.998469,Pos
n3421,n3680,Undirected,58820,,,0.63821,0.63821,Pos
n3421,n3849,Undirected,58821,,,0.553161,0.553161,Pos
n3421,n3920,Undirected,58822,,,0.999645,0.999645,Pos
n3421,n3968,Undirected,58823,,,0.646087,0.646087,Pos
n3421,n4184,Undirected,58824,,,0.471258,0.471258,Pos
n3421,n4197,Undirected,58825,,,0.476753,0.476753,Pos
n3421,n4201,Undirected,58826,,,0.482083,0.482083,Pos
n3421,n4213,Undirected,58827,,,0.684956,0.684956,Pos
n3421,n4241,Undirected,58828,,,0.597632,0.597632,Pos
n3421,n4245,Undirected,58829,,,0.996872,0.996872,Pos
n3421,n4323,Undirected,58830,,,0.850794,0.850794,Pos
n3421,n4331,Undirected,58831,,,0.690229,0.690229,Pos
n3421,n4383,Undirected,58832,,,0.490258,0.490258,Pos
n3421,n4394,Undirected,58833,,,0.853659,0.853659,Pos
n3421,n4404,Undirected,58834,,,0.688597,0.688597,Pos
n3421,n4513,Undirected,58835,,,0.619293,0.619293,Pos
n3421,n4577,Undirected,58836,,,0.489532,0.489532,Pos
n3421,n4591,Undirected,58837,,,0.504469,0.504469,Pos
n3421,n4605,Undirected,58838,,,0.762991,0.762991,Pos
n3421,n4620,Undirected,58839,,,0.739862,0.739862,Pos
n3421,n4642,Undirected,58840,,,0.58601,0.58601,Pos
n3421,n4699,Undirected,58841,,,0.789078,0.789077,Pos
n3421,n4748,Undirected,58842,,,0.442554,0.442554,Pos
n3421,n4796,Undirected,58843,,,0.513473,0.513473,Pos
n3421,n4935,Undirected,58844,,,0.64406,0.64406,Pos
n3422,n4371,Undirected,58845,,,0.462778,0.462778,Pos
n3423,n3506,Undirected,58846,,,0.4916,0.4916,Pos
n3423,n4435,Undirected,58847,,,0.590886,0.590886,Pos
n3424,n3922,Undirected,58848,,,0.448626,0.448627,Pos
n3424,n3966,Undirected,58849,,,0.571081,0.571081,Pos
n3424,n4248,Undirected,58850,,,0.504113,0.504113,Pos
n3424,n4353,Undirected,58851,,,0.480038,0.480038,Pos
n3424,n4358,Undirected,58852,,,0.450165,0.450165,Pos
n3424,n4614,Undirected,58853,,,0.457842,0.457842,Pos
n3424,n4702,Undirected,58854,,,0.441967,0.441967,Pos
n3424,n4761,Undirected,58855,,,0.445454,0.445454,Pos
n3425,n3553,Undirected,58856,,,0.59723,0.59723,Pos
n3425,n3585,Undirected,58857,,,0.685277,0.685276,Pos
n3425,n3694,Undirected,58858,,,0.541478,0.541478,Pos
n3425,n3778,Undirected,58859,,,0.49533,0.49533,Pos
n3425,n3961,Undirected,58860,,,0.706913,0.706913,Pos
n3425,n3964,Undirected,58861,,,0.63759,0.63759,Pos
n3425,n4181,Undirected,58862,,,0.604182,0.604182,Pos
n3425,n4202,Undirected,58863,,,0.483893,0.483893,Pos
n3425,n4256,Undirected,58864,,,0.641104,0.641104,Pos
n3425,n4375,Undirected,58865,,,0.485974,0.485974,Pos
n3425,n4447,Undirected,58866,,,0.534036,0.534036,Pos
n3425,n4450,Undirected,58867,,,0.645027,0.645027,Pos
n3425,n4453,Undirected,58868,,,0.464051,0.464051,Pos
n3425,n4470,Undirected,58869,,,0.456492,0.456492,Pos
n3425,n4533,Undirected,58870,,,0.625455,0.625455,Pos
n3425,n4664,Undirected,58871,,,0.493333,0.493333,Pos
n3425,n4689,Undirected,58872,,,0.680175,0.680175,Pos
n3425,n4716,Undirected,58873,,,0.505922,0.505922,Pos
n3425,n4736,Undirected,58874,,,0.667475,0.667475,Pos
n3425,n4741,Undirected,58875,,,0.517737,0.517737,Pos
n3425,n4786,Undirected,58876,,,0.55683,0.55683,Pos
n3425,n4880,Undirected,58877,,,0.499473,0.499473,Pos
n3425,n4967,Undirected,58878,,,0.493054,0.493054,Pos
n3426,n3550,Undirected,58879,,,0.643005,0.643005,Pos
n3426,n3888,Undirected,58880,,,0.504473,0.504473,Pos
n3426,n3917,Undirected,58881,,,0.477641,0.477641,Pos
n3426,n4042,Undirected,58882,,,0.5194,0.5194,Pos
n3426,n4251,Undirected,58883,,,0.442755,0.442755,Pos
n3426,n4393,Undirected,58884,,,0.444819,0.444819,Pos
n3426,n4405,Undirected,58885,,,0.484665,0.484665,Pos
n3426,n4890,Undirected,58886,,,0.500855,0.500855,Pos
n3426,n4952,Undirected,58887,,,0.441187,0.441187,Pos
n3427,n3466,Undirected,58888,,,0.45321,0.45321,Pos
n3427,n3723,Undirected,58889,,,0.457362,0.457362,Pos
n3427,n3732,Undirected,58890,,,0.444477,0.444477,Pos
n3427,n3752,Undirected,58891,,,0.463563,0.463563,Pos
n3427,n3816,Undirected,58892,,,0.463335,0.463335,Pos
n3427,n3873,Undirected,58893,,,0.456338,0.456338,Pos
n3427,n3880,Undirected,58894,,,0.568962,0.568962,Pos
n3427,n4072,Undirected,58895,,,0.470739,0.470739,Pos
n3427,n4867,Undirected,58896,,,0.440039,0.440039,Pos
n3427,n4879,Undirected,58897,,,0.5054,0.5054,Pos
n3428,n3619,Undirected,58898,,,0.501706,0.501706,Pos
n3428,n3642,Undirected,58899,,,0.800135,0.800135,Pos
n3428,n3659,Undirected,58900,,,0.795968,0.795968,Pos
n3428,n3671,Undirected,58901,,,0.86428,0.86428,Pos
n3428,n3697,Undirected,58902,,,0.511782,0.511782,Pos
n3428,n3828,Undirected,58903,,,0.823909,0.823909,Pos
n3428,n3950,Undirected,58904,,,0.790096,0.790096,Pos
n3428,n4005,Undirected,58905,,,0.813689,0.813689,Pos
n3428,n4064,Undirected,58906,,,0.549759,0.549759,Pos
n3428,n4073,Undirected,58907,,,0.529202,0.529202,Pos
n3428,n4074,Undirected,58908,,,0.634412,0.634412,Pos
n3428,n4179,Undirected,58909,,,0.644827,0.644827,Pos
n3428,n4279,Undirected,58910,,,0.744009,0.744009,Pos
n3428,n4352,Undirected,58911,,,0.851928,0.851928,Pos
n3428,n4377,Undirected,58912,,,0.852703,0.852703,Pos
n3428,n4395,Undirected,58913,,,0.719945,0.719945,Pos
n3428,n4484,Undirected,58914,,,0.772099,0.772099,Pos
n3428,n4529,Undirected,58915,,,0.568315,0.568315,Pos
n3428,n4541,Undirected,58916,,,0.887398,0.887398,Pos
n3428,n4678,Undirected,58917,,,0.857247,0.857247,Pos
n3428,n4687,Undirected,58918,,,0.770391,0.770391,Pos
n3428,n4696,Undirected,58919,,,0.667956,0.667956,Pos
n3428,n4733,Undirected,58920,,,0.561865,0.561865,Pos
n3428,n4769,Undirected,58921,,,0.574435,0.574435,Pos
n3429,n3762,Undirected,58922,,,0.454405,0.454405,Pos
n3429,n4821,Undirected,58923,,,0.452627,0.452627,Pos
n3431,n3914,Undirected,58924,,,0.554505,0.554505,Pos
n3431,n4112,Undirected,58925,,,0.481213,0.481213,Pos
n3431,n4313,Undirected,58926,,,0.461883,0.461883,Pos
n3431,n4760,Undirected,58927,,,0.470223,0.470223,Pos
n3432,n4340,Undirected,58928,,,0.477067,0.477067,Pos
n3435,n3438,Undirected,58929,,,0.536887,0.536887,Pos
n3435,n3456,Undirected,58930,,,0.442415,0.442415,Pos
n3435,n3481,Undirected,58931,,,0.538928,0.538928,Pos
n3435,n3629,Undirected,58932,,,0.48341,0.48341,Pos
n3435,n3813,Undirected,58933,,,0.484795,0.484795,Pos
n3435,n3909,Undirected,58934,,,0.573614,0.573614,Pos
n3435,n4104,Undirected,58935,,,0.482194,0.482194,Pos
n3435,n4288,Undirected,58936,,,0.600057,0.600057,Pos
n3435,n4304,Undirected,58937,,,0.533002,0.533002,Pos
n3435,n4816,Undirected,58938,,,0.502679,0.502679,Pos
n3435,n4882,Undirected,58939,,,0.44249,0.44249,Pos
n3435,n4963,Undirected,58940,,,0.563503,0.563503,Pos
n3436,n3733,Undirected,58941,,,0.498705,0.498705,Pos
n3436,n4036,Undirected,58942,,,0.505027,0.505027,Pos
n3436,n4289,Undirected,58943,,,0.497117,0.497117,Pos
n3436,n4465,Undirected,58944,,,0.469213,0.469213,Pos
n3436,n4474,Undirected,58945,,,0.447848,0.447848,Pos
n3436,n4670,Undirected,58946,,,0.446494,0.446494,Pos
n3437,n3806,Undirected,58947,,,0.447611,0.447611,Pos
n3437,n4533,Undirected,58948,,,0.527725,0.527725,Pos
n3437,n4544,Undirected,58949,,,0.453013,0.453013,Pos
n3437,n4664,Undirected,58950,,,0.448583,0.448583,Pos
n3437,n4952,Undirected,58951,,,0.447306,0.447306,Pos
n3438,n3456,Undirected,58952,,,0.460219,0.460219,Pos
n3438,n3481,Undirected,58953,,,0.56475,0.56475,Pos
n3438,n3505,Undirected,58954,,,0.45257,0.45257,Pos
n3438,n3557,Undirected,58955,,,0.493113,0.493113,Pos
n3438,n3629,Undirected,58956,,,0.448017,0.448017,Pos
n3438,n3909,Undirected,58957,,,0.70999,0.70999,Pos
